ds,yhat,yhat_lower,yhat_upper
2020-02-26,7495.92131073354,-4579.6315590548475,19242.738520293762
2020-02-27,7351.015460805576,-4244.041754044132,19324.017427547988
2020-02-28,7349.196512242873,-4384.073468926545,19929.04987247103
2020-02-29,7311.46353261515,-4880.490058996801,20098.29497441034
2020-03-01,7301.82389141635,-5112.444192628193,20736.852724353696
2020-03-02,7392.898564432339,-4988.240340288175,19082.981122490262
2020-03-03,7316.746461020633,-4709.749659003648,19968.416467961317
2020-03-04,7463.869125629075,-4795.3462547663985,19770.537164398214
2020-03-05,7341.452432738606,-4764.896739782212,19154.840865153044
2020-03-06,7371.352824531533,-4522.159825440865,19440.535551830148
2020-03-07,7373.530632434459,-5456.319695858844,19321.072972358357
2020-03-08,7410.644877976099,-4427.540718782366,18744.016370679707
2020-03-09,7553.703953231922,-4692.913990159814,20356.410551743633
2020-03-10,7532.94384978641,-4659.072533090365,18749.395417300322
2020-03-11,7736.893638864675,-4395.9435148681805,19322.044511752625
2020-03-12,7670.682963187866,-4656.737217048316,19777.78402617043
2020-03-13,7754.097076091845,-4423.343329034106,19078.63361198058
2020-03-14,7805.079859746781,-4209.898512683836,19062.63451906952
2020-03-15,7884.397075497252,-4601.5672700774485,20179.556973441842
2020-03-16,8061.352134612017,-4530.886736853265,20172.071738094335
2020-03-17,8064.724039539467,-5165.551321823578,21155.22114781718
2020-03-18,8281.885332887654,-3367.335588881698,20115.15959756236
2020-03-19,8217.153158299065,-4239.610431099186,19731.1814564874
2020-03-20,8289.877571266019,-3716.1143425826326,21602.69150023845
2020-03-21,8317.966435355904,-4402.36282600528,20214.94382678811
2020-03-22,8362.558395153088,-3017.7912098662773,20549.167573409533
2020-03-23,8493.735810932036,-3008.7272202392783,21826.754551041
2020-03-24,8441.44727372499,-3508.362175059895,20976.64210459703
2020-03-25,8594.597880820553,-2816.520493204916,21219.882893947728
2020-03-26,8459.361084550628,-4623.659903128291,20343.6651564954
2020-03-27,8457.217307705734,-3746.0939062854804,21455.034898170044
2020-03-28,8408.420033591416,-4508.698546056588,20502.855764599248
2020-03-29,8376.602513045113,-4170.174548798076,20197.95862588789
2020-03-30,8434.418855924832,-4650.185429122138,20422.19394673621
2020-03-31,8314.391185773908,-2877.3825637047275,20196.24430537177
2020-04-01,8407.923216013023,-4034.7266642010604,19819.92711288067
2020-04-02,8223.536294211295,-3783.9891647867316,20029.929171867818
2020-04-03,8184.835332088582,-4235.810341710892,19892.15072245729
2020-04-04,8113.907479520878,-3735.5920373582494,19719.525924317106
2020-04-05,8075.868698309407,-3695.943208007005,20837.707138740996
2020-04-06,8144.453820840865,-4335.9034603243135,20253.86180223953
2020-04-07,8052.823340578268,-3377.6415792766147,20555.1161701771
2020-04-08,8192.548565131756,-4718.665900653911,20518.353329565085
2020-04-09,8071.832116819239,-4527.195745192156,19918.340162235992
2020-04-10,8113.471774175387,-4216.851907390485,20511.687800778942
2020-04-11,8138.270707606458,-4861.057417225764,20593.468535375716
2020-04-12,8209.609071740304,-3786.458087865911,20502.48880779362
2020-04-13,8399.071961939546,-3371.928009811721,21596.174049626967
2020-04-14,8437.306034804067,-3759.40228777092,20362.482176776575
2020-04-15,8713.065132206264,-3735.589579198892,21330.30175809875
2020-04-16,8731.500294004685,-4342.755949815178,21507.459734811557
2020-04-17,8912.200288884407,-4333.511937243433,20419.25717388842
2020-04-18,9072.683640318475,-3480.276538034286,20937.774946868627
2020-04-19,9273.054880007272,-2950.9041458476268,21167.645812609517
2020-04-20,9581.717714890512,-2316.6353627511203,22049.855226124877
2020-04-21,9726.315060406941,-1839.216572560065,21828.001509019294
2020-04-22,10092.853973049509,-1642.490611458353,22722.35283542193
2020-04-23,10184.06866677356,-2305.99414950472,22199.010343421487
2020-04-24,10417.525710476075,-1288.1310082245716,20528.006995898988
2020-04-25,10609.170577347091,-2211.7588186003863,21523.01678214201
2020-04-26,10818.026749671413,-1634.7576188875119,22924.140649092344
2020-04-27,11111.938857349485,-1526.689656558358,24032.33217295097
2020-04-28,11218.528950437927,-1391.9831501697488,23878.08392525785
2020-04-29,11524.323466196154,-594.1995669626905,24043.318226459625
2020-04-30,11533.103996192214,-1078.0872509018295,24089.08305252747
2020-05-01,11663.986267692022,-1266.2544437719803,23062.36658619991
2020-05-02,11734.92721449931,-867.9261280052852,24223.812175161675
2020-05-03,11807.37241285287,-466.74225477969,24233.4918952935
2020-05-04,11951.936770328166,-704.757319122366,24203.677778302237
2020-05-05,11899.289275679123,-797.5472418245474,23460.267491678704
2020-05-06,12039.201327785368,-24.485828756021206,24340.97171989402
2020-05-07,11878.813901859958,-357.76192570291795,24518.054278303072
2020-05-08,11840.63025418537,-298.05822168272596,24333.750828186232
2020-05-09,11745.936397773276,-1859.601759330158,24661.873743163673
2020-05-10,11659.363985868516,-51.32704092027794,22382.86171986319
2020-05-11,11654.490790408581,-548.6804075359036,23879.72717242692
2020-05-12,11464.651756172836,-666.811252179527,23617.829564267795
2020-05-13,11481.922134573158,-506.5188072283604,24590.92706659825
2020-05-14,11215.32969884251,-1322.971326270523,23131.382514491666
2020-05-15,11088.804195051733,-1709.3088060287112,21922.965495871245
2020-05-16,10924.56738422423,-1535.4831617247603,22768.936099968843
2020-05-17,10787.679074541265,-1420.6788605535867,24087.128976340435
2020-05-18,10751.634711866354,-1956.4760689061798,22577.8701805801
2020-05-19,10549.187500133945,-1584.0773681596893,22478.63487533943
2020-05-20,10571.356157782147,-567.7642640881672,23197.658895478282
2020-05-21,10325.67453830717,-1822.2205325875495,21933.974445840697
2020-05-22,10234.190143124126,-2159.0729907286727,22245.489947246
2020-05-23,10116.913436332972,-2357.3671709606306,22150.03771372958
2020-05-24,10093.104927233215,-1672.1328392867636,22562.02914062283
2020-05-25,10176.927189176758,-1987.046770206203,21555.172574762917
2020-05-26,10098.365562611758,-2238.6107530750155,22614.352797343072
2020-05-27,10245.643517344866,-1844.166148011338,23323.757320902678
2020-05-28,10123.553071064518,-2782.7338645283494,22711.555725248887
2020-05-29,10151.531739512247,-2109.527867627153,22353.426589579947
2020-05-30,10147.185745933786,-1758.8869053655005,22871.692778137214
2020-05-31,10170.971125983198,-2374.7352386951948,23232.33543041402
2020-06-01,10291.924504952856,-1334.5764048828678,22605.71008013727
2020-06-02,10238.612805831288,-2774.7062664713244,22732.777209300933
2020-06-03,10398.259463752804,-2141.5137295335708,22164.312351381443
2020-06-04,10275.10012519529,-2009.98115330345,22139.84248566933
2020-06-05,10288.471981193108,-1718.9833652427621,22863.698671268066
2020-06-06,10256.336214985035,-1790.7653107967521,22229.44487388264
2020-06-07,10239.945326383415,-543.7020280476279,23806.538427329004
2020-06-08,10309.5476030665,-1199.2643071783286,22188.003735871513
2020-06-09,10195.2988413075,-1980.751805687509,22287.334232879544
2020-06-10,10286.34005998366,-1713.8916166427468,21308.545599470075
2020-06-11,10089.095643228036,-2458.7837979108863,21854.466110360325
2020-06-12,10025.297763203012,-1289.0377632905588,21972.17955652919
2020-06-13,9915.438460581001,-2438.029745520813,22331.27473298493
2020-06-14,9823.363181648334,-1492.2103585801412,21921.44005050106
2020-06-15,9821.90015925458,-3255.5911418861315,20472.01560478112
2020-06-16,9643.697876520977,-2574.267769062479,22045.961300589657
2020-06-17,9680.231451879583,-2078.9403758162407,22493.557688860907
2020-06-18,9440.034374380184,-2759.584602711895,21968.033033028863
2020-06-19,9346.663277086409,-2129.1270384999752,21823.97291166351
2020-06-20,9222.098754048635,-3141.661773158494,22226.76493901733
2020-06-21,9131.297394498408,-3626.708566563262,21603.70647060752
2020-06-22,9147.790505839577,-3843.002580812317,21184.581394812805
2020-06-23,9004.502529858093,-2988.2928989508714,22141.885567296344
2020-06-24,9092.750418287083,-3003.3160377182,20871.736339752002
2020-06-25,8920.480477081885,-3490.166073219832,22079.578386663638
2020-06-26,8910.250101413132,-3348.3159481080265,20841.23900940335
2020-06-27,8882.656805717232,-3247.2305802960377,21392.788588370866
2020-06-28,8900.928806434646,-3558.004051134399,20423.758291739763
2020-06-29,9036.571427579996,-4081.705569049561,21988.148172975245
2020-06-30,9020.240884149414,-3872.952754297261,21915.893194294556
2020-07-01,9240.805056350246,-2464.06712677289,20505.281225946444
2020-07-02,9203.645957007613,-2651.935862269558,21578.84153744175
2020-07-03,9328.709407027225,-2600.2907849098488,20711.290743978345
2020-07-04,9434.002372338078,-2851.4421250843443,22154.43137511484
2020-07-05,9580.250282160203,-2197.693713227648,21944.296745960535
2020-07-06,9836.60673021793,-1854.3334328738076,22513.889493566116
2020-07-07,9931.585368111644,-2832.1146076031323,22343.797514531783
2020-07-08,10252.172030297785,-2051.1738835149677,22594.582404329914
2020-07-09,10302.170435539429,-2218.3597191398057,23343.819736360503
2020-07-10,10500.28587553422,-2557.2262681451966,22574.764251946846
2020-07-11,10663.646522580919,-823.295768252347,23334.007568607434
2020-07-12,10852.47415799076,-1327.0669459159863,22815.568268967774
2020-07-13,11135.796519767686,-1447.200655406797,22701.577657082085
2020-07-14,11242.371192994275,-2460.3650732918413,23946.96796770648
2020-07-15,11559.779506734658,-1382.5850346846623,22620.95751570201
2020-07-16,11592.744500639807,-613.0712496340228,23659.298028002424
2020-07-17,11761.178359436159,-380.38878491735824,23385.07612832066
2020-07-18,11883.660171325066,527.2304529832982,24512.23333780675
2020-07-19,12022.057233634903,385.17702889054755,24838.106506557382
2020-07-20,12247.183678716885,484.85935281365005,24761.670741947208
2020-07-21,12289.66802202411,-69.25382398617363,24571.50644259131
2020-07-22,12538.989827340427,675.2966033100803,24077.864441596317
2020-07-23,12501.74128373711,495.9947599713672,24210.513102967885
2020-07-24,12599.620772085385,994.7843774077496,25022.77537097144
2020-07-25,12652.86085522943,546.3622079837609,25624.269271019457
2020-07-26,12724.805345335522,40.11678277480519,25203.52871553637
2020-07-27,12887.530462228879,527.290669875917,25467.32486730527
2020-07-28,12872.68270083026,1950.3558622495532,25169.65427038679
2020-07-29,13070.494365968076,216.21813979050484,24718.101333222094
2020-07-30,12988.033059263542,1121.9789631589924,25538.930914580284
2020-07-31,13047.19240107254,695.813354332155,24888.914474216286
2020-08-01,13068.126338599684,893.0430868956856,25267.24069362916
2020-08-02,13113.841328349123,833.1081229753643,25678.035823395036
2020-08-03,13255.840773135884,71.48158862398253,25094.119157647587
2020-08-04,13224.993452310735,774.2608659228708,25211.463795809083
2020-08-05,13410.585807631922,2240.094074972032,25541.661886232014
2020-08-06,13318.613093273616,533.1596828105752,24658.4695380958
2020-08-07,13369.815257487144,1276.9865814957154,26147.863772561122
2020-08-08,13383.15839744583,1114.088225388979,25899.458741136456
2020-08-09,13420.474519346386,1076.2789735964031,24909.136922975515
2020-08-10,13552.15243015018,1128.205233047579,25472.64719779668
2020-08-11,13508.049996231983,1541.0350153228624,25977.355664251478
2020-08-12,13676.586224945115,1695.9548142156423,25915.57867055996
2020-08-13,13563.06691111924,905.4600326005393,25690.949745575806
2020-08-14,13587.748628043308,1295.539945931197,26388.044733693998
2020-08-15,13569.341027725213,1400.112595212659,26791.353622544626
2020-08-16,13569.659543020294,1104.6011023630315,26546.294384412726
2020-08-17,13659.320934296675,2454.2061942284545,26262.5737056404
2020-08-18,13568.651798515508,1333.4047187679528,25323.863015354866
2020-08-19,13686.768647833762,824.6247624358078,25464.242143145948
2020-08-20,13519.883713269392,923.9785140786737,25245.457742459694
2020-08-21,13489.341914667812,837.4268092386892,25713.198087362405
2020-08-22,13415.089849808473,560.398379947676,25532.36915912724
2020-08-23,13360.289980794409,1240.3737200827204,25806.308757889066
2020-08-24,13396.973708747055,968.7544930942689,25926.06003275501
2020-08-25,13256.904826026708,968.9414793461208,25267.334809410444
2020-08-26,13330.61340405428,823.5235570524198,24971.50318175329
2020-08-27,13125.655757141665,458.88283030653986,25610.15210725378
2020-08-28,13064.607395621544,669.2579287705233,25186.070824701994
2020-08-29,13036.883874777084,1123.9827231975598,24913.9105210446
2020-08-30,13038.140825220275,961.8875167481086,25315.441586125093
2020-08-31,13141.07442685582,1033.0799575051212,25008.978820196375
2020-09-01,13077.868396267731,230.18627888286184,24523.53034586343
2020-09-02,13239.211522873193,1929.0936799922567,24162.50938193228
2020-09-03,13132.54929334909,1095.4878435466128,25499.940848428243
2020-09-04,13180.07680550393,1054.1412717033922,24943.77560471657
2020-09-05,13202.175264717389,1070.0036773105412,24663.773054157897
2020-09-06,13262.006316838542,1318.7100418258308,25845.242615842133
2020-09-07,13431.158586095358,184.9842087669706,26057.11572890458
2020-09-08,13440.518165545176,1156.932121541562,26115.272538442186
2020-09-09,13679.32294909358,1326.5597160829875,26116.017814076098
2020-09-10,13653.455854347689,1578.9275074305765,25770.240954189798
2020-09-11,13783.482854803213,1662.3992489279362,25814.88830956205
2020-09-12,13888.136719771692,856.6719151516439,26125.225162053473
2020-09-13,14028.959252421735,1746.3940351404958,26277.662777146546
2020-09-14,14275.994907720276,1557.8359837952091,26382.51063230842
2020-09-15,14358.70607388553,1872.3054499267892,26255.193650783618
2020-09-16,14665.068510916757,2917.7488407973774,27111.33572222407
2020-09-17,14699.900711888251,2057.4489914127716,27408.017972774003
2020-09-18,14882.931973818142,2141.7718366703834,26706.827252059105
2020-09-19,15032.309132131593,2296.406981024473,26859.471109752354
2020-09-20,15209.25402163507,3122.5494861630123,27413.006361316395
2020-09-21,15483.764058198873,3266.5287689089473,27893.86969001752
2020-09-22,15585.525992698329,3437.023237230291,27130.807774889312
2020-09-23,15903.001361905666,3291.07561031935,28486.4238430348
2020-09-24,15941.737696026774,4602.796959207992,28468.791994150404
2020-09-25,16122.410818018328,2986.161487426317,28970.714139427742
2020-09-26,16264.298975076876,4267.072675981631,28161.925251938068
2020-09-27,16429.901865838656,4239.325549699591,27755.68285220516
2020-09-28,16690.598142033094,4118.209686387569,27886.599497689982
2020-09-29,16777.512768473378,4486.738613404563,28923.510108903945
2020-09-30,17080.5542054547,4940.749998736075,28430.610656922134
2020-10-01,17106.676975509516,4560.267954820713,29733.28117803039
2020-10-02,17277.876468637376,5800.678631167272,29447.036468025508
2020-10-03,17414.618215213202,4946.261765086009,30052.860583342655
2020-10-04,17580.4161027718,6159.104152115707,29711.655407125316
2020-10-05,17847.454408065805,4426.300025043697,30533.483802592324
2020-10-06,17947.426160631916,5187.358583388839,30820.68052186723
2020-10-07,18270.548738601377,4972.118199786219,30198.076365525532
2020-10-08,18323.81296998572,5922.331511954929,29763.395462035904
2020-10-09,18528.973056832605,6293.730679642569,31467.201091035004
2020-10-10,18705.979751401726,6694.4134989217555,30583.72829278916
2020-10-11,18917.571190075258,7143.664094823007,31657.352258696515
2020-10-12,19234.915916477323,6702.165219745924,31053.62315482273
2020-10-13,19388.480010095205,6410.022451294282,30622.279194722574
2020-10-14,19767.07837843271,7058.236092763445,31444.45684216452
2020-10-15,19876.16542535921,8178.197936396234,31599.850337302265
2020-10-16,20135.87116617048,7796.509885420026,32197.757715303087
2020-10-17,20364.483822790302,7897.1556343472685,33529.199752809836
2020-10-18,20623.091802320298,8546.377814592319,32617.06316638124
2020-10-19,20981.27802677689,9026.91028465194,33725.20748848509
2020-10-20,21168.036953050094,7963.988032026088,33135.795947378116
2020-10-21,21570.87279855332,9139.030886817742,33546.30636287932
2020-10-22,21694.132724690906,9402.28744428947,33750.197732463304
2020-10-23,21957.079715239593,9327.08766893574,34708.89833213891
2020-10-24,22177.405018161047,9607.96188151161,34289.775380505635
2020-10-25,22415.89209410567,10243.439695595674,34575.70440237586
2020-10-26,22742.124314787907,10885.451243572583,35233.98150762526
2020-10-27,22885.406284267858,11586.477463690808,34380.00914272709
2020-10-28,23233.857106763444,10714.596660842279,35469.69322261693
2020-10-29,23292.729442752843,11196.482696399544,35680.65876360553
2020-10-30,23482.459460287304,11502.961957708929,36193.15909396725
2020-10-31,23622.1481902595,12136.529884448277,35272.58091079305
2020-11-01,23774.18712144748,12351.817036453536,36020.80421610748
2020-11-02,24009.921397567217,11233.6484581631,35134.31294971426
2020-11-03,24060.52180209103,12745.222173738819,36276.60983157626
2020-11-04,24316.025321885063,12053.36682601943,36332.71563347698
2020-11-05,24283.599709833365,12191.651017106573,35866.25164394021
2020-11-06,24385.53879527412,12852.523768084824,36963.59162009009
2020-11-07,24442.69070685097,11345.571693889704,36397.90319391122
2020-11-08,24519.033463112788,11349.144116357984,36420.09852733738
2020-11-09,24687.292826842768,12449.46083444977,36675.71649938148
2020-11-10,24679.775009661127,13061.074383861374,37847.478176443554
2020-11-11,24887.375242516133,12254.164379948385,37995.28011139143
2020-11-12,24817.818642225062,14250.086128434667,38041.68963325626
2020-11-13,24893.640886362165,12058.476551697084,36584.95671360846
2020-11-14,24935.611353334072,11902.007269365451,36987.01534192433
2020-11-15,25007.31338734376,12882.384675647723,37539.170438037414
2020-11-16,25180.77649263214,13077.736714332814,37074.66991694203
2020-11-17,25187.332656933555,12056.954925339394,37807.92410679333
2020-11-18,25416.657147847567,12463.286320425794,37379.44751301088
2020-11-19,25375.049273582317,13372.129836349332,37802.34025016988
2020-11-20,25483.459441486128,13624.811279171565,38102.95581318387
2020-11-21,25560.96378622969,12907.663586816603,37847.375840464665
2020-11-22,25669.399476738417,13193.073706149722,38276.41985813921
2020-11-23,25879.053835839415,13640.31599372556,38897.843767740545
2020-11-24,25919.57773195476,14035.850544821007,37758.43564506649
2020-11-25,26179.081827902108,13855.091539172734,38033.64403651324
2020-11-26,26162.469454626123,14155.35034646707,38860.605304960765
2020-11-27,26289.51080697255,14482.024159164539,38486.95288917102
2020-11-28,26378.35823450496,14083.04978195102,38902.024330832006
2020-11-29,26490.214421367633,14313.066346612635,38800.19661888836
2020-11-30,26695.045498947715,14669.75059492164,39281.00624303711
2020-12-01,26722.508720067388,14925.50214826006,38795.250031638665
2020-12-02,26961.052735949026,14750.943032927393,38684.349814728
2020-12-03,26916.244005512606,14539.548633896742,38506.60580017084
2020-12-04,27008.824108169145,15555.093888625828,40249.10759533249
2020-12-05,27058.198141459718,15164.165327803294,39144.981646820655
2020-12-06,27127.0666665157,16184.324257063146,39370.754082347645
2020-12-07,27287.094264369505,14581.842423446724,39583.389603232004
2020-12-08,27269.78556661504,14837.180743075545,39325.695016246136
2020-12-09,27465.528281730927,15750.988174186079,40222.99339196976
2020-12-10,27381.858408439886,14694.273020254397,40246.41735134136
2020-12-11,27441.454209298783,15128.519554983905,39523.33507373448
2020-12-12,27465.560994271684,15356.649709884769,39474.168683533535
2020-12-13,27518.561121674735,14983.25633423884,38886.67386200524
2020-12-14,27673.584135624267,15298.168096121564,40415.05397044035
2020-12-15,27663.329723026378,14850.035814188828,39922.40333913086
2020-12-16,27879.0646756186,14478.472252795953,40420.07974687915
2020-12-17,27828.850528358606,14924.348965092491,40950.06602969309
2020-12-18,27935.509694546356,16039.459651622026,39628.70544854752
2020-12-19,28020.033123039895,15146.820168388198,41380.03804039262
2020-12-20,28146.144557769832,16144.704012793443,40288.984054193636
2020-12-21,28385.91666615459,16160.227881923685,39855.67806235894
2020-12-22,28470.611728393975,16299.075084265058,41640.26877212669
2020-12-23,28789.707740141635,16342.683960498553,40908.06399708664
2020-12-24,28849.165931520627,16753.979891249015,39662.837239612425
2020-12-25,29069.446535575546,16027.745332614253,41757.48555084815
2020-12-26,29268.974551147505,16298.49046474812,41474.44003832829
2020-12-27,29508.769041446678,17151.071367487522,42086.663402859696
2020-12-28,29858.129479759747,17581.10408144186,42365.05229070082
2020-12-29,30045.549911783255,17753.26934227286,42823.573670995385
2020-12-30,30457.81975131908,18569.356962592556,43120.86381121661
2020-12-31,30598.36512103055,18240.93781378096,42737.90361436147
2021-01-01,30885.33548425338,18709.895751343192,43751.905128935854
2021-01-02,31135.13528991505,18798.19949145217,43312.56065844737
2021-01-03,31407.11227156678,18498.112897812825,42995.18768039978
2021-01-04,31769.29418965194,19655.24398520057,45511.14559984475
2021-01-05,31949.343292671318,20529.35200085112,44735.99082959565
2021-01-06,32333.686092845353,20470.098414929027,44673.02018703118
2021-01-07,32425.87145613115,20097.472176623043,44689.031169922266
2021-01-08,32644.66117797657,20410.15886543933,45030.688313005725
2021-01-09,32807.552547842344,19894.00475853565,44914.405316540164
2021-01-10,32975.44468832072,21599.237989679546,45136.782973800284
2021-01-11,33218.34096450066,22152.55392678468,45199.1870567237
2021-01-12,33266.25759491582,21673.46958236025,45337.556683966526
2021-01-13,33508.29724197614,20551.060001504182,45460.10917859582
2021-01-14,33450.94205853986,20669.101196599855,45951.55966917781
2021-01-15,33516.07209279077,21493.719030084907,45121.13700316597
2021-01-16,33524.41049118116,20949.703855294105,45699.557255685715
2021-01-17,33540.10937383204,21254.205655261165,45970.23865305567
2021-01-18,33636.37085991683,21404.147799577397,45970.71282585297
2021-01-19,33546.27558806845,21695.433363224995,45653.69815316861
2021-01-20,33661.779692702934,21480.372369648157,45968.54128555413
2021-01-21,33491.93680343253,20635.35484569651,45478.007803016895
2021-01-22,33460.852908406785,21274.944486839686,45944.7198759327
2021-01-23,33391.07725305848,21137.38501575525,45233.177524106075
2021-01-24,33348.144624148306,22560.781034105334,45654.43537869249
2021-01-25,33406.164673739666,21450.787157648436,46889.79125767584
2021-01-26,33298.631473366644,20839.63990674775,45851.886157085835
2021-01-27,33417.41474833424,21117.35798597754,46356.227047996654
2021-01-28,33270.98947826368,20599.83681792216,45072.476338675784
2021-01-29,33282.41145008276,20940.188642960547,44573.06028634312
2021-01-30,33272.74131397492,20320.769259504603,45649.36523324997
2021-01-31,33305.6315226518,20979.35492505204,45121.013769734316
2021-02-01,33452.970518239345,21040.217648418035,45334.065458579425
2021-02-02,33445.75578282201,21420.107686695465,45795.05118963282
2021-02-03,33673.15538962431,20917.643247758602,46585.33948532133
2021-02-04,33640.812741188,21870.4029080159,46558.58471798487
2021-02-05,33768.899951530846,22045.949165741382,45038.8992839328
2021-02-06,33875.62022516744,22529.74660979846,46512.96522952432
2021-02-07,34021.87141028021,21400.624380968708,46237.18310961945
2021-02-08,34276.96294498106,22140.746690754244,46991.461693178215
2021-02-09,34369.555786383266,22631.792054933077,46845.23213033232
2021-02-10,34686.78311030957,22598.17193748603,47234.74262157278
2021-02-11,34732.6048486173,22552.866911585184,46763.60527935117
2021-02-12,34925.90017776208,21608.657457229216,47959.09703300563
2021-02-13,35083.99728220224,22871.897741969315,47399.85188025319
2021-02-14,35267.351883706004,22743.12847569036,47629.43570730944
2021-02-15,35545.26643132543,23942.6692941607,48135.2785202735
2021-02-16,35646.819588177845,23589.08928431175,47980.35357220316
2021-02-17,35959.964217533634,23614.017974393686,48503.80582765134
2021-02-18,35989.84770520016,23658.36072714353,49074.149575316624
2021-02-19,36156.859833854556,24391.702517232607,48686.0992184686
2021-02-20,36280.10893405444,24408.44524367062,47908.45369118399
2021-02-21,36422.039461564535,23950.5330051776,47666.62937822725
2021-02-22,36654.084762738596,24759.100568719936,48555.640795223735
2021-02-23,36707.52668431696,24242.464892085587,48322.820788531084
2021-02-24,36972.52234399707,24445.09313817468,50176.225749136225
2021-02-25,36956.3540440793,24860.73720385453,49603.603622190356
2021-02-26,37081.409657392986,24904.444713066197,49275.26343865341
2021-02-27,37168.596229861265,24741.654302289808,49790.641404745795
2021-02-28,37281.901815679346,24848.88793742769,49396.95154997148
2021-03-01,37494.000964966704,25483.15660011508,49900.969034323985
2021-03-02,37537.076921419386,25667.513505608054,50500.94802608078
2021-03-03,37801.821949358084,25347.558040585303,49843.71738728194
2021-03-04,37795.67254486582,24996.29635830344,49979.106491057835
2021-03-05,37940.787279327466,26139.371197519922,50865.21249716565
2021-03-06,38057.470073142824,26189.084467954955,50116.54331016199
2021-03-07,38208.75360176097,25690.711552740726,49650.23761123136
2021-03-08,38466.03758202847,26156.21590324692,50553.30702035117
2021-03-09,38559.95398627179,26663.09832699039,50550.03946254827
2021-03-10,38879.41928485452,26202.727138611142,50513.13105144517
2021-03-11,38866.421314514475,26592.923861434072,51380.145005222425
2021-03-12,39004.5845553368,26933.842830491118,51568.33602281323
2021-03-13,39112.13894247161,27141.50605360034,51711.793515817626
2021-03-14,39250.08051480212,27011.91319423138,52107.102200188136
2021-03-15,39487.87866285532,27329.0726655152,51580.0610123437
2021-03-16,39554.407466935125,27624.302972699097,52053.136183975555
2021-03-17,39837.05917834809,27090.12825428538,52230.92077071576
2021-03-18,39840.093100931765,26788.721823850698,51394.65855962032
2021-03-19,39982.72409653407,27880.499077704222,51956.02508233619
2021-03-20,40082.65006533085,27266.052949346165,52097.783836683004
2021-03-21,40200.72983676637,27515.24340636736,52016.3961961463
2021-03-22,40406.70323103176,28245.11210518439,51985.69005115385
2021-03-23,40430.12271839183,28347.858304717287,52286.52536517822
2021-03-24,40659.45460416912,28252.469586765015,52978.937261955696
2021-03-25,40600.40324621995,28036.912811925253,53142.844181603265
2021-03-26,40673.96314715891,28127.9745798909,53261.884447021104
2021-03-27,40699.89924322295,27677.985854620965,51601.051794544204
2021-03-28,40741.36812209099,28450.352547012943,52192.57862874096
2021-03-29,40870.57351505504,27879.979848469095,53746.64301552516
2021-03-30,40819.627320313055,29187.72909159223,52517.88481911455
2021-03-31,40979.57610620012,28840.27093979003,53157.07260698613
2021-04-01,40858.64875573988,28302.769597977447,53610.824064571956
2021-04-02,40880.23232064856,27853.88641326541,52928.468806535326
2021-04-03,40866.278639435506,28912.149556142846,53903.50494608819
2021-04-04,40881.85662668337,28901.59100928576,52132.295346344086
2021-04-05,41000.74563226091,29261.690186515356,53153.36065605713
2021-04-06,40956.242999053866,27718.955973724893,52705.69492344164
2021-04-07,41140.1474033088,28513.83729963876,52208.21331783846
2021-04-08,41060.97498920779,28686.69016542434,53703.76616347348
2021-04-09,41141.91639076972,28568.349950661082,53121.09672546357
2021-04-10,41204.23786429311,28930.733557659016,53322.16187609594
2021-04-11,41311.8417296838,28924.41772380978,53122.79752564088
2021-04-12,41536.88142331597,30011.907421182117,52861.920665749356
2021-04-13,41610.60380852326,29980.701428346663,54626.25726847781
2021-04-14,41922.37947104748,29950.191378784308,54511.88006818062
2021-04-15,41977.9768029623,30354.29094556652,53815.04298006607
2021-04-16,42197.58644169499,30256.663197685135,54843.74963171012
2021-04-17,42399.29748481597,30524.642508185592,54698.66367346091
2021-04-18,42643.73865053004,30162.709887781286,55237.372099336804
2021-04-19,42999.77748911283,30349.745108198098,55755.9338693345
2021-04-20,43195.44798671462,30592.400334115944,55870.2863605749
2021-04-21,43617.06494195722,30971.671794585855,56112.66608619562
2021-04-22,43767.578595971834,31193.462216858694,55669.406286281876
2021-04-23,44064.67384945287,32100.224177417243,57068.98758715543
2021-04-24,44324.313407437556,33106.99318611725,57064.056487603324
2021-04-25,44605.43615397115,32273.70887054162,57384.46577994895
2021-04-26,44975.70225934301,32469.12197516762,56906.520509920876
2021-04-27,45162.45406966031,32965.83095718902,56994.924444226956
2021-04-28,45551.85021523707,32755.847216393016,57956.008871853955
2021-04-29,45647.225849229515,33404.53036081122,57945.089979942546
2021-04-30,45867.183172023244,32886.57504366486,58214.91094406214
2021-05-01,46029.111800464656,33348.33989886684,58446.22227762017
2021-05-02,46193.85089304448,33540.18717867016,58668.77755964052
2021-05-03,46431.38551624967,35072.435149329845,58336.19274592495
2021-05-04,46471.747630485814,34332.09083710008,59520.70470363684
2021-05-05,46704.080769376866,34276.826828539255,59634.228692183155
2021-05-06,46634.92322396815,35239.903011875256,59537.46801389075
2021-05-07,46686.215996675135,34870.13957197135,58234.67486871525
2021-05-08,46678.73734343171,35135.21471694543,58578.50049082337
2021-05-09,46676.678160971154,34949.79053061359,59094.15317893873
2021-05-10,46753.25307100125,34156.302750487506,58811.08214641388
2021-05-11,46641.51990048239,34867.770503707936,59292.38696204003
2021-05-12,46733.36884208924,35164.430928358204,59164.90448438106
2021-05-13,46537.73814431633,33917.566328549736,58310.034009054325
